Plant_Name,Location,Operator,Capacity_MW,Commission_Date,Nuclear_Type,Reactor_Type,Fuel_Type,Annual_Output_GWh,Status
Ford-Mccarthy,"464 Adams Centers
Port Daniel, MN 54213",Schaefer PLC,1294,2013-07-02,Boiling Water Reactor,Heavy Water Reactor,Thorium,1939,Operational
Smith and Sons,"1829 Schultz Cliffs Suite 290
East Michael, AS 38598",Mendoza-Garcia,1406,2004-06-29,Boiling Water Reactor,Light Water Reactor,Uranium,4689,Decommissioned
Farmer-Pratt,"21976 Miller Crescent Suite 161
Hicksborough, GA 59260","Patterson, Brock and Baker",1480,1994-03-24,Pressurized Water Reactor,Light Water Reactor,Uranium,1952,Operational
Compton LLC,"508 Michelle Curve
North Andrew, MD 99570","Dunlap, Mcpherson and Woodward",704,2002-07-09,Pressurized Water Reactor,Heavy Water Reactor,Uranium,1675,Operational
"Medina, Conley and Garza","Unit 4664 Box 9077
DPO AA 62301","Burns, Moon and Adams",1645,2021-09-06,Pressurized Water Reactor,Heavy Water Reactor,Uranium,3378,Operational
Graham Inc,"14559 Spencer Crest
Perezfort, AR 74501",Castaneda-Ellis,851,2002-11-26,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,1163,Under Construction
"Anderson, Rodriguez and Clayton","7633 Moore Viaduct
Jasonland, CT 98975","Martin, Griffin and Salazar",970,1995-03-27,Boiling Water Reactor,Heavy Water Reactor,Uranium,1660,Operational
"Curtis, Jones and Austin","459 Nicholas Summit
Donnachester, SD 37108","Turner, Curtis and Wilcox",1346,1999-03-11,Boiling Water Reactor,Light Water Reactor,Thorium,1077,Operational
Lambert-Wade,"43738 Braun Lodge
Shepherdborough, SC 47350",Russell-Estes,1367,2000-07-04,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,4711,Operational
Fritz-Reyes,"74056 Olson Fort
Christopherburgh, NE 29606",Simon-Washington,983,1997-12-25,Boiling Water Reactor,Gas-cooled Reactor,Thorium,4662,Decommissioned
"Martinez, Burgess and Cohen","58645 Phyllis Roads Suite 726
North Tiffany, AL 78144","Williams, Daniel and Garcia",1610,1996-05-08,Pressurized Water Reactor,Light Water Reactor,Thorium,2273,Operational
"English, Phillips and Brown","928 Krause Crescent Suite 483
New Rhonda, AZ 06627",Williams-Daniels,1075,2002-10-17,Pressurized Water Reactor,Light Water Reactor,Thorium,2531,Under Construction
Villanueva-Zamora,"578 Graham Corners Suite 096
South Andrew, CO 42702",Butler and Sons,583,2003-03-26,Pressurized Water Reactor,Heavy Water Reactor,Uranium,4243,Under Construction
Morgan-Monroe,"8361 Deleon Place
West Heathershire, FM 89264",Weiss-Jackson,1482,2018-11-16,Fast Breeder Reactor,Light Water Reactor,Uranium,4501,Decommissioned
"Hernandez, Ballard and Conley","49544 Harris Street Suite 892
Thomasview, MP 21288",Wilson-Gomez,1730,2022-03-31,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,2975,Under Construction
Jennings-Warren,"68126 Kylie Rapids Apt. 678
West Ricardoton, VA 66014",Mcgrath-Clark,1932,2005-04-18,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,4309,Operational
Carrillo Ltd,"058 Martinez Valleys
New Ashleyport, MP 51621",Haley-Watkins,510,2008-07-24,Boiling Water Reactor,Light Water Reactor,Plutonium,4042,Decommissioned
"Moore, Lin and Davis","84462 Leon Inlet Apt. 153
Morganfort, VA 06041",Brooks-Stark,1154,2003-07-06,Pressurized Water Reactor,Heavy Water Reactor,Uranium,3019,Under Construction
Potts LLC,"9507 Fitzgerald Green Apt. 025
Forbeschester, SD 54626",Barnett Inc,628,2007-02-22,Boiling Water Reactor,Heavy Water Reactor,Thorium,3327,Under Construction
Schmidt LLC,"USS Bennett
FPO AP 19156",Gomez-Williams,1151,1999-09-09,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,3743,Decommissioned
Saunders and Sons,"857 Aaron Lakes Apt. 755
Lake Angelaside, ID 02316",Willis and Sons,1451,2003-09-15,Fast Breeder Reactor,Heavy Water Reactor,Thorium,2420,Operational
Solomon-Morris,"608 Alisha Junction
Chavezfort, IA 25075","Reilly, Jenkins and Clark",1706,2015-06-29,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,3557,Operational
"Welch, Becker and Campbell","532 Mark Gardens
Port Taylorton, MI 40940","Morris, Cook and Booker",641,2016-06-04,Pressurized Water Reactor,Light Water Reactor,Plutonium,3958,Decommissioned
Rogers-Santos,"PSC 1038, Box 9893
APO AE 15260",Barber-Peters,717,1995-01-14,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,2731,Under Construction
Shaffer-Dalton,"7645 Nancy Valleys
Mckenzieville, OK 47758","West, Anderson and Sandoval",914,1996-12-25,Pressurized Water Reactor,Heavy Water Reactor,Thorium,1405,Decommissioned
Gilmore-Perkins,"38260 Reese Centers Suite 320
Dianeland, CA 56678","Esparza, Davidson and Rich",686,2016-10-07,Boiling Water Reactor,Gas-cooled Reactor,Thorium,3613,Under Construction
Mays PLC,"0701 Samantha Lakes
South Danielle, CT 45453",Meyer Group,1259,2019-01-12,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,2711,Decommissioned
Farrell-Benitez,"297 Lawrence Forks Suite 106
Nicolestad, NE 34775","Blanchard, James and Thompson",1974,2019-11-20,Fast Breeder Reactor,Heavy Water Reactor,Thorium,1383,Operational
"Roberts, Patel and Odom","799 Clark Valleys
West Danaport, PR 88226",Sherman-Welch,719,2018-03-25,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,1319,Operational
"Marshall, Trevino and Smith","0241 Henry Mill
Spearsland, OH 01730",Hernandez Inc,644,1994-06-18,Pressurized Water Reactor,Heavy Water Reactor,Thorium,2478,Under Construction
"Glover, Rodriguez and Estrada","016 Amanda Estate Suite 298
Rubenbury, MD 84983","Randall, Spencer and Stephenson",1417,2020-11-20,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,3262,Operational
"Conway, Scott and Kramer","07988 Megan Meadow Suite 195
North Maryfort, VT 22099","Salinas, Terrell and Williams",977,2008-01-16,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,4547,Under Construction
"Christian, Goodwin and Howell","PSC 3142, Box 0261
APO AP 43120",Rodriguez-Carter,1208,2005-12-31,Pressurized Water Reactor,Light Water Reactor,Plutonium,3245,Operational
Merritt LLC,"071 Courtney Spring Suite 779
West Jonathan, PW 19540","Mcgee, Campbell and Newman",1489,2020-08-14,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,2296,Operational
Medina PLC,"00332 Theodore Flats
North Anthony, VT 55470","Stokes, Lang and Ayers",1479,2023-01-19,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,4734,Operational
Perry and Sons,"611 Garcia Tunnel Apt. 834
Joeltown, RI 85706","Clark, Reeves and Woods",1983,2010-06-26,Fast Breeder Reactor,Heavy Water Reactor,Uranium,3444,Under Construction
"Diaz, Francis and Brock","95729 Chen Heights
East Patricia, PW 62902","Underwood, Fields and Hensley",1950,1997-08-07,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,2315,Decommissioned
Hawkins and Sons,"9843 Campbell Rest Suite 459
Sarahside, ID 97746",Jones-Rivera,1179,2003-08-30,Boiling Water Reactor,Heavy Water Reactor,Plutonium,2002,Operational
Black-Herring,"4682 Young Road Apt. 573
Barryborough, MT 95477",Smith-Martinez,856,2001-04-23,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,4766,Under Construction
Buck-Gaines,"59552 Jason Trace
Port Elizabethton, MP 03160",Cox and Sons,536,2003-09-30,Fast Breeder Reactor,Light Water Reactor,Thorium,3244,Under Construction
"Thomas, Knapp and Navarro","Unit 3911 Box 8027
DPO AP 83389",Reed PLC,601,1995-10-22,Pressurized Water Reactor,Heavy Water Reactor,Uranium,4483,Under Construction
"Phillips, Gross and May","461 Daniel Square Apt. 333
Barrettport, NJ 28935",Thompson Inc,1880,2017-05-19,Boiling Water Reactor,Heavy Water Reactor,Thorium,4701,Decommissioned
"Crosby, Evans and Warner","20842 Williams Common
Anthonyhaven, GU 43644","Johnson, Young and Brewer",1837,2015-04-08,Boiling Water Reactor,Light Water Reactor,Uranium,1569,Operational
"Johnson, Russell and Maldonado","979 Zhang Mall
Jonestown, MD 59568","Gonzales, Jones and Hoffman",1005,1996-08-30,Fast Breeder Reactor,Light Water Reactor,Plutonium,2521,Operational
"Bennett, Fry and Martinez","644 Smith Inlet
Port Ashley, VI 65434",Mitchell PLC,1860,2014-09-01,Fast Breeder Reactor,Light Water Reactor,Uranium,2884,Decommissioned
"Thomas, Montgomery and Gentry","26162 Davis Inlet
Jacksonland, MD 74901",Jones Group,1008,2016-05-08,Pressurized Water Reactor,Heavy Water Reactor,Thorium,3553,Under Construction
Benson-Li,"USNV Jordan
FPO AP 15200","Flores, Powers and Stephens",1571,1996-12-31,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,1707,Operational
"Carson, Taylor and Horne","USNV Jordan
FPO AE 89088","Smith, Anderson and Anderson",673,2000-09-01,Boiling Water Reactor,Gas-cooled Reactor,Uranium,3767,Under Construction
"Bowen, Vasquez and Anderson","3146 Jennifer Gateway Suite 082
Garyville, NH 47297",Barnett-Clay,871,2003-02-11,Boiling Water Reactor,Heavy Water Reactor,Plutonium,4390,Operational
"Greene, Powers and Shaw","3026 Hayley Square Apt. 412
South Dorothychester, UT 83301","Holland, Walsh and Lewis",533,2016-03-24,Fast Breeder Reactor,Light Water Reactor,Uranium,4395,Under Construction
Mcdonald-Nelson,"41309 Rodriguez Unions Apt. 527
Hoffmanview, GA 63484",Johnson Ltd,1781,2023-01-03,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,3384,Decommissioned
"Rodriguez, Knapp and Mccarthy","525 Murray Lake
New Lindsey, MD 56130",Brewer Group,1972,2006-05-31,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,3039,Decommissioned
"Green, Anderson and Chandler","064 Wallace Dam
Russoberg, IL 48505",Thomas-Copeland,1187,1999-02-13,Boiling Water Reactor,Gas-cooled Reactor,Thorium,1265,Decommissioned
"Trujillo, Harmon and Higgins","57490 Trevor Ranch
Gilesstad, WV 23959",Vega-Lee,934,1994-08-28,Fast Breeder Reactor,Heavy Water Reactor,Thorium,1738,Under Construction
"Rangel, Bell and Patel","63429 Duffy Land
North David, MD 81751",Torres-Simpson,1793,2011-07-15,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,3107,Operational
Jenkins-Holmes,"18481 Lisa Ridge
South Eric, CO 06794",Smith-Gregory,1643,2005-01-12,Boiling Water Reactor,Gas-cooled Reactor,Thorium,4796,Operational
Cantu Inc,"006 Mejia Well
Tylerburgh, SC 57562",Knight-Thomas,795,2020-02-17,Boiling Water Reactor,Light Water Reactor,Plutonium,3847,Decommissioned
Carroll-Davis,"9281 Koch Passage
Aaronbury, TX 64917","Carson, Harvey and Fuller",1360,2018-04-18,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,1890,Under Construction
"Huang, Smith and Tran","16740 Morrison Turnpike
Lake Joshua, MH 88480","Owens, Garcia and Ramirez",930,2001-08-15,Boiling Water Reactor,Light Water Reactor,Thorium,3839,Under Construction
Carroll-Little,"68388 James Falls Suite 503
Emilymouth, WY 24130",Floyd LLC,1090,2010-09-04,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,1533,Operational
Smith-Tran,"23650 Lance Village Suite 088
Swansonbury, OK 50710",Brown-Wright,1182,2004-07-29,Pressurized Water Reactor,Light Water Reactor,Uranium,1736,Decommissioned
Terry-Benjamin,"Unit 6067 Box 5513
DPO AE 41081",Wood LLC,629,1999-03-20,Pressurized Water Reactor,Light Water Reactor,Thorium,4317,Decommissioned
"Murphy, Rice and Walker","42586 Obrien Fort
Port Hannahfort, MP 89012","Johnson, Kennedy and Jones",704,2015-11-28,Boiling Water Reactor,Light Water Reactor,Thorium,1279,Decommissioned
"Blevins, Beck and Davis","794 Hanson Locks Suite 601
Garciachester, AR 96045",Smith-Wilson,1116,2001-03-18,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,4548,Under Construction
Brooks-Leach,"1928 Washington Square Suite 865
Cameronberg, NE 77186","Warner, Cuevas and Campbell",949,2011-12-01,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,4757,Operational
"Rhodes, Mcclure and Hunter","572 Roy Drives Suite 311
North Michael, MS 52844",Stevenson-Murray,1977,2020-02-16,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,1545,Under Construction
"Wells, Thomas and Alvarez","2067 Trujillo Motorway Suite 016
Stevensburgh, KY 66838","George, Walker and Koch",1793,2005-01-14,Pressurized Water Reactor,Light Water Reactor,Thorium,3746,Operational
Gross-Nelson,"387 Katherine Course Apt. 787
Stevenland, UT 15049","Phillips, Day and Ball",1870,2020-08-13,Boiling Water Reactor,Gas-cooled Reactor,Thorium,1983,Operational
Santiago-Crawford,"7460 Franco Overpass
Jamieview, KY 45177",Carter Ltd,528,2000-11-12,Boiling Water Reactor,Gas-cooled Reactor,Uranium,2877,Under Construction
Taylor-Cox,"94566 Butler Mill Suite 881
Ramirezstad, VT 64516",Wallace-Cooper,884,2010-08-21,Boiling Water Reactor,Gas-cooled Reactor,Uranium,1308,Under Construction
"Potter, Bailey and Moore","0663 Kramer Street Apt. 786
South John, SD 34479",Spencer-Yang,735,2017-12-31,Pressurized Water Reactor,Light Water Reactor,Plutonium,1600,Decommissioned
Montoya PLC,"788 Hunter Gateway
Port Nicoleberg, AL 86193",Strong-Davis,1860,2017-04-29,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,4336,Decommissioned
Hawkins Group,"6893 Joseph Court
East Tinaburgh, WI 24042","Mueller, Simpson and Jones",1474,2012-05-05,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,2830,Operational
"Smith, Montes and Garcia","6002 Calvin Plain
South Angela, WV 23945",Sanchez Inc,914,2014-05-29,Boiling Water Reactor,Heavy Water Reactor,Thorium,1101,Decommissioned
"Mcdonald, Palmer and Beltran","Unit 6359 Box 0506
DPO AE 22424",Cunningham-Brown,976,1998-11-02,Boiling Water Reactor,Heavy Water Reactor,Thorium,2525,Decommissioned
"Wilson, Soto and Christian","125 Abigail Canyon
Cameronview, MN 45401",Horn-Bradford,1610,2020-10-16,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,1372,Operational
"Perez, Gomez and Johnston","667 Misty Spur Apt. 960
Samanthafurt, DC 26307","Morgan, Brown and Bishop",1465,2018-08-27,Boiling Water Reactor,Heavy Water Reactor,Plutonium,4331,Operational
"Lee, Bass and Bowman","9447 Zachary Mill
South Chloe, AZ 94144","Rodriguez, Davis and Riley",909,2005-08-24,Boiling Water Reactor,Gas-cooled Reactor,Uranium,4321,Operational
Robinson LLC,"64629 Howell Underpass
Vazquezstad, VT 30333",Friedman-Ortiz,1196,2011-04-02,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,3698,Under Construction
Fisher-Obrien,"83157 Shane Mills Suite 278
New Taylor, MO 88353",Mann PLC,965,2014-11-02,Fast Breeder Reactor,Heavy Water Reactor,Uranium,4211,Operational
Mooney Ltd,"74648 James Trail Suite 209
Port Krystal, SD 34983",Soto-Miller,1559,2007-02-21,Fast Breeder Reactor,Heavy Water Reactor,Thorium,3362,Decommissioned
"Wise, Davenport and Hall","697 James Fall Suite 921
East Samantha, AK 96429","Camacho, Ramirez and Moreno",1546,2008-08-07,Boiling Water Reactor,Heavy Water Reactor,Thorium,4548,Operational
Gibson and Sons,"117 Patrick Landing Apt. 514
Katrinaside, CT 26373",Reyes PLC,802,2022-04-30,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,2407,Operational
"Harris, Williams and Cook","Unit 1086 Box 0474
DPO AP 48305",Stewart-Poole,937,2010-10-13,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,4804,Under Construction
"Bailey, Reyes and Smith","Unit 4676 Box 2867
DPO AE 38586","Martinez, Horton and Price",1014,2022-04-03,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,1467,Under Construction
Rogers-Bradshaw,"71589 Marco Branch Apt. 031
New Ericton, ME 86346",Jackson LLC,1405,2009-08-24,Boiling Water Reactor,Heavy Water Reactor,Uranium,4547,Operational
"Harrell, Pierce and Silva","6518 Matthew Stream Apt. 526
Dixonland, MP 45756",Baker and Sons,1178,2009-04-30,Fast Breeder Reactor,Light Water Reactor,Thorium,1858,Under Construction
"Brock, Hernandez and Thomas","PSC 3775, Box 8175
APO AE 88929",Anderson Group,1783,2002-01-29,Fast Breeder Reactor,Light Water Reactor,Uranium,1094,Operational
"Stephens, Brooks and Cook","72956 Brandon Tunnel Suite 660
South Christopher, IN 40273","Crawford, Harris and Stephenson",1692,2013-08-05,Pressurized Water Reactor,Light Water Reactor,Plutonium,1267,Operational
Davis Inc,"31262 Simmons Road Suite 654
Jessicaville, MT 44680",Lawson and Sons,1488,2000-10-03,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,3853,Decommissioned
Campbell-Myers,"59883 Robert Heights Apt. 670
South Tyler, AS 34100",King-Mitchell,1277,1994-07-26,Fast Breeder Reactor,Heavy Water Reactor,Uranium,1063,Operational
Hall PLC,"PSC 9825, Box 1834
APO AP 20794",Johnson Inc,785,1996-06-20,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,4654,Operational
Lynch Inc,"467 Pacheco Drive
Stricklandchester, DC 38524",Morgan LLC,835,2006-01-31,Boiling Water Reactor,Gas-cooled Reactor,Thorium,3604,Operational
Robertson Ltd,"4975 Austin Vista Apt. 620
North Lindsey, VT 62160","Estrada, Johnson and Thompson",511,2001-05-16,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,4568,Decommissioned
"Miller, Miller and Huynh","682 Jones Orchard
Kevinburgh, PR 50482",Smith LLC,1961,2013-12-01,Fast Breeder Reactor,Light Water Reactor,Uranium,3073,Under Construction
Stuart Group,"9200 Rivers Stream
Kristinaside, AR 52974","Galloway, Kelly and Craig",1542,2017-11-22,Boiling Water Reactor,Gas-cooled Reactor,Thorium,4736,Operational
Young Inc,"3759 Fernandez Junctions
Robertbury, AL 79921","Herrera, Hahn and Coleman",1667,2013-02-22,Boiling Water Reactor,Light Water Reactor,Plutonium,4853,Under Construction
Dean Ltd,"60145 Dyer Walk Suite 870
New Crystal, KS 62675",Pearson and Sons,561,2002-10-25,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,1980,Operational
"Hernandez, Kelly and Young","39399 Timothy Route Suite 685
Alexanderborough, WY 01805",Weber-Brown,1869,2000-09-03,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,3364,Decommissioned
Ingram-Simpson,"758 Duncan Drive Suite 571
Lake Stephenhaven, TX 66770",Stephens PLC,853,2020-06-06,Fast Breeder Reactor,Light Water Reactor,Plutonium,1379,Operational
Perez-Kramer,"609 Quinn Burgs
East Tanya, NH 32710",Williams and Sons,1196,2021-12-03,Boiling Water Reactor,Light Water Reactor,Plutonium,2170,Operational
Warren PLC,"Unit 8741 Box 5358
DPO AP 24507",Walls-Paul,1357,2010-03-05,Fast Breeder Reactor,Heavy Water Reactor,Thorium,3388,Operational
"Clements, Cooper and Patterson","512 Dylan Terrace
Thomasburgh, VT 78988",Lee-Webb,1382,2014-03-22,Boiling Water Reactor,Light Water Reactor,Thorium,1456,Operational
Clark Ltd,"52135 Anderson Curve Apt. 074
Olsonfurt, NM 46812",Barnett Group,1880,2000-06-12,Fast Breeder Reactor,Heavy Water Reactor,Thorium,3720,Under Construction
Smith-Sullivan,"4045 May Springs Suite 808
Port Christianfurt, GU 34570","Bowen, Rogers and Henderson",1087,1995-08-17,Boiling Water Reactor,Heavy Water Reactor,Uranium,3771,Operational
"Chaney, Johnson and Lara","249 Shelton Points
South Jacobton, TX 73146","Baker, Smith and Garcia",1021,2022-04-05,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,3423,Decommissioned
"Huang, Hernandez and Golden","9538 Charles Landing
Lake Katelynview, VI 40513",Wells-Mills,1022,2015-05-31,Fast Breeder Reactor,Light Water Reactor,Thorium,1570,Decommissioned
Barnes-Matthews,"444 Alvarez Rapid
Nathanville, VT 98538",Phillips Inc,1077,2008-02-21,Boiling Water Reactor,Heavy Water Reactor,Uranium,4140,Decommissioned
Baker PLC,"3689 Jeffrey Keys Apt. 362
New Aaron, MP 17834",White-Mejia,1146,2004-01-26,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,2813,Operational
"Gardner, Mccoy and Stewart","835 Jacqueline Key Suite 839
Codyfort, MT 69374","Thomas, Soto and Peck",1222,2014-09-06,Boiling Water Reactor,Heavy Water Reactor,Thorium,4438,Decommissioned
"Mitchell, Drake and Ali","5809 Boyd Knolls
Parkerview, MT 55101",Cooper PLC,1688,1997-05-12,Boiling Water Reactor,Heavy Water Reactor,Uranium,1458,Operational
Ortega-Hughes,"9111 Brandy Trafficway
Alanville, OR 74929",Herrera-Kelly,801,2011-04-10,Boiling Water Reactor,Gas-cooled Reactor,Thorium,3845,Decommissioned
Anderson and Sons,"404 Bruce Squares
Heatherchester, MN 51149","Haynes, Simpson and Kennedy",1323,2000-07-28,Fast Breeder Reactor,Light Water Reactor,Plutonium,1599,Operational
Hopkins LLC,"08838 Lynn Tunnel
Blackburnshire, TX 37557","Dawson, Rodriguez and Weeks",1937,2006-11-25,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,4127,Under Construction
Myers Ltd,"PSC 9590, Box 5902
APO AA 39932",Cooley Ltd,1304,2019-10-31,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,4999,Under Construction
Jones-Duncan,"2405 Hammond Fields
Torresview, SD 80078",Decker-Gray,600,2017-10-25,Pressurized Water Reactor,Light Water Reactor,Plutonium,1356,Under Construction
Gonzalez LLC,"37530 Tina Meadows
Port Chelseachester, CO 26416","Higgins, Curry and Ruiz",1511,2006-09-10,Pressurized Water Reactor,Light Water Reactor,Plutonium,1416,Operational
Matthews-Baker,"PSC 3740, Box 8399
APO AP 64217",Hill-Gonzalez,1331,2009-12-31,Boiling Water Reactor,Heavy Water Reactor,Thorium,2278,Under Construction
"Rodriguez, Sims and Smith","859 Davis Centers Suite 404
Mariashire, NM 54999","Aguilar, Price and Townsend",1924,2015-08-21,Boiling Water Reactor,Heavy Water Reactor,Uranium,4588,Operational
Perez Ltd,"USNV Brown
FPO AP 09805",Frost LLC,989,2017-02-17,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,1468,Operational
Nguyen-Morris,"Unit 3473 Box 0261
DPO AP 60912",Mueller and Sons,1470,1997-01-14,Boiling Water Reactor,Heavy Water Reactor,Thorium,1848,Under Construction
Flores and Sons,"79789 Travis Overpass
Port Josephtown, KY 32073",Francis LLC,1995,1999-10-14,Fast Breeder Reactor,Heavy Water Reactor,Uranium,1574,Operational
Deleon PLC,"USCGC Holt
FPO AP 18548",Wells-Khan,1470,2017-06-05,Fast Breeder Reactor,Heavy Water Reactor,Thorium,1163,Under Construction
"Allen, Bailey and Snyder","30514 Jeremy Wells Suite 260
Port Cherylstad, IL 86717",Rice Ltd,1649,2002-02-02,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,3545,Operational
"Leonard, Harris and Lewis","73422 Laura Ridge
Reeveshaven, ME 45860",Rivera-Harper,1158,2001-11-13,Boiling Water Reactor,Light Water Reactor,Plutonium,1319,Operational
Henry-Benton,"67074 Shields Ridge
Holtview, WY 03262",Bean-Mitchell,1468,1995-02-18,Pressurized Water Reactor,Light Water Reactor,Uranium,4269,Operational
"Smith, Wheeler and Holland","9087 Samuel Estate Apt. 821
Smithfort, NV 26961","Bradley, Garcia and Dunlap",1699,2021-05-05,Fast Breeder Reactor,Light Water Reactor,Thorium,1438,Decommissioned
Mckinney PLC,"703 Melissa Trace
Paultown, VT 38284",Johnson-Robles,1989,1995-09-15,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,4286,Under Construction
"Jones, Harrison and Gonzalez","165 Mccullough Turnpike
New Seantown, ND 81190",Flores PLC,747,2002-03-10,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,1386,Decommissioned
White-Burton,"83452 Michael Mill
Amandabury, WI 41855",Casey-Bryan,1244,2015-09-07,Fast Breeder Reactor,Heavy Water Reactor,Thorium,4373,Decommissioned
Ryan Inc,"611 Armstrong Plains Apt. 621
West Latoya, MA 46558",Leblanc-Roberts,1490,1997-03-11,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,3375,Decommissioned
Ellis Inc,"2199 Frost Brook
Port Brittany, AK 74227","Mendoza, Johnson and Colon",1710,2014-04-24,Fast Breeder Reactor,Light Water Reactor,Thorium,2229,Operational
King-Johnson,"769 Kevin Crescent Suite 106
Marktown, ND 19070",Guerra Group,567,2013-08-14,Pressurized Water Reactor,Heavy Water Reactor,Uranium,2743,Operational
Evans LLC,"8859 Beard Hollow
New Jennifer, DE 05536",Hernandez and Sons,520,2012-12-11,Pressurized Water Reactor,Heavy Water Reactor,Thorium,3200,Operational
"Davis, Maynard and Smith","07075 Robert Corners Suite 791
North Joshua, CO 04111",Guerra-Dean,1521,2008-05-11,Boiling Water Reactor,Heavy Water Reactor,Plutonium,2991,Operational
Evans Inc,"89142 Foster Valleys Apt. 385
East Leonardville, MT 58098",Garcia and Sons,1152,2003-07-23,Boiling Water Reactor,Heavy Water Reactor,Plutonium,2492,Operational
Brown Group,"2665 Christina Lights
South Dustin, MH 53564",Carter Inc,1091,2012-12-31,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,2628,Operational
"Mcconnell, Simon and Baker","10292 Brad Place
Port Jenniferchester, MI 75344","Saunders, Watson and Lang",790,2019-03-16,Pressurized Water Reactor,Light Water Reactor,Thorium,3303,Operational
"King, Johnson and Richards","1145 Fields Viaduct
Andrewstad, TX 85622",Cabrera-Carpenter,581,2006-04-25,Boiling Water Reactor,Heavy Water Reactor,Plutonium,3772,Decommissioned
Olson-Walton,"095 Taylor Islands Suite 191
West Dianeview, DE 91715",King and Sons,1107,2015-04-27,Boiling Water Reactor,Gas-cooled Reactor,Uranium,2465,Under Construction
Jones-Stephens,"88517 Burns Station
Michaelton, TN 90545",Wade-Sanchez,1696,1994-03-22,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,1011,Operational
Pruitt Group,"516 Sims Cliff Suite 520
West Nicole, WA 94260",Mullins Group,772,2014-12-19,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,4730,Decommissioned
Harris PLC,"673 Lee Trail Apt. 451
Aaronton, MI 46531","Garrett, Wood and Garcia",599,2003-01-19,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,2738,Operational
"Curtis, Liu and Elliott","6839 Benjamin Cliffs
North Sylvia, MO 18809",Andrews and Sons,840,1996-11-11,Boiling Water Reactor,Light Water Reactor,Uranium,3225,Operational
Zimmerman-Simmons,"285 Perkins Valleys Suite 272
Dawnfort, IA 93176",Johnson-Alvarado,1327,2017-12-31,Boiling Water Reactor,Light Water Reactor,Uranium,1249,Under Construction
Fitzgerald-Brown,"13624 Ronald Landing
East Maria, UT 31390",Nichols Inc,874,2017-09-29,Boiling Water Reactor,Heavy Water Reactor,Plutonium,3569,Decommissioned
Morris-Davis,"433 Amanda Via Apt. 317
Donaldfurt, IN 28301",Curtis-Greene,869,1997-06-23,Fast Breeder Reactor,Light Water Reactor,Plutonium,1154,Under Construction
"Little, Thompson and Allen","626 Shannon Lights
Kaylamouth, OK 18238","Allen, Thomas and Vazquez",610,2015-07-10,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,1402,Operational
Mckenzie-Lyons,"609 Kristen Knolls
Wrightland, TX 63526",Ramirez Group,1152,2008-02-25,Boiling Water Reactor,Light Water Reactor,Uranium,4634,Operational
